, ,Label,Area,Mean_ph,XM,YM,Slice,LastIndex,PreviousCell,Background_ph,Mean_TxRed,Background_TxRed
40,41,ori_ph:0551-0100-0114:initial_folder_80_0550,630,835.7439999999999,113.34299999999999,101.15899999999999,551,0,42,785.447,449.86300000000006,449.699
41,42,ori_ph:0550-0097-0114:initial_folder_80_0549,527,842.556,113.59899999999999,97.81700000000001,550,0,43,785.712,451.32599999999996,449.532
42,43,ori_ph:0549-0095-0114:initial_folder_80_0548,491,847.057,113.38799999999999,95.255,549,0,44,786.3510000000001,450.413,449.475
43,44,ori_ph:0548-0091-0114:initial_folder_80_0547,450,858.3910000000001,113.838,92.76,548,0,45,785.6469999999999,451.069,449.16900000000004
44,45,ori_ph:0547-0093-0114:initial_folder_80_0546,420,856.7860000000001,113.55799999999999,92.611,547,0,46,786.045,452.30699999999996,449.413
45,46,ori_ph:0546-0087-0114:initial_folder_80_0545,369,872.5369999999999,113.569,89.25399999999999,546,0,47,785.69,449.13599999999997,449.181
46,47,ori_ph:0545-0099-0110:initial_folder_80_0544,684,840.553,110.759,101.4,545,0,48,785.503,451.741,449.089
47,48,ori_ph:0544-0096-0110:initial_folder_80_0543,622,845.023,110.932,98.624,544,0,49,786.005,450.209,448.95099999999996
48,49,ori_ph:0543-0096-0108:initial_folder_80_0542,564,844.557,108.954,97.545,543,0,50,786.043,450.853,449.20599999999996
49,50,ori_ph:0542-0092-0109:initial_folder_80_0541,469,863.1489999999999,110.053,94.43799999999999,542,0,51,785.658,450.51,449.486
50,51,ori_ph:0541-0090-0111:initial_folder_80_0540,392,863.957,111.514,90.58200000000001,541,0,52,784.987,450.671,449.56300000000005
51,52,ori_ph:0540-0101-0110:initial_folder_80_0539,726,839.7689999999999,110.545,103.101,540,0,53,784.783,451.185,449.224
52,53,ori_ph:0539-0099-0109:initial_folder_80_0538,629,838.804,109.82700000000001,100.072,539,0,54,785.193,451.01599999999996,449.405
53,54,ori_ph:0538-0096-0109:initial_folder_80_0537,550,845.685,109.916,96.525,538,0,55,784.938,450.644,449.491
54,55,ori_ph:0537-0094-0109:initial_folder_80_0536,488,854.455,110.15700000000001,95.102,537,0,56,784.928,451.311,449.74199999999996
55,56,ori_ph:0536-0091-0109:initial_folder_80_0535,460,859.798,110.12,92.391,536,0,57,784.622,451.148,449.3
56,57,ori_ph:0535-0090-0110:initial_folder_80_0534,430,860.295,110.51700000000001,91.184,535,0,58,784.9689999999999,450.226,449.074
57,58,ori_ph:0534-0088-0109:initial_folder_80_0533,386,884.715,110.15100000000001,89.47200000000001,534,0,59,784.566,451.912,449.865
58,59,ori_ph:0533-0088-0110:initial_folder_80_0532,375,874.824,110.74600000000001,89.238,533,0,60,785.828,450.088,449.36300000000006
59,60,ori_ph:0532-0087-0110:initial_folder_80_0531,362,881.575,110.62299999999999,88.604,532,0,61,785.199,451.13,449.13599999999997
60,61,ori_ph:0531-0086-0110:initial_folder_80_0530,338,901.6039999999999,110.531,87.786,531,0,62,784.455,450.186,449.413
61,62,ori_ph:0530-0086-0114:initial_folder_80_0529,305,895.5310000000001,114.75,86.583,530,0,63,784.544,451.17400000000004,449.102
62,63,ori_ph:0529-0099-0115:initial_folder_80_0528,529,854.04,115.324,99.406,529,0,64,785.072,449.93199999999996,449.405
63,64,ori_ph:0528-0094-0115:initial_folder_80_0527,461,869.174,115.39299999999999,94.31700000000001,528,0,65,785.0039999999999,451.215,449.579
64,65,ori_ph:0527-0094-0115:initial_folder_80_0526,438,856.6389999999999,115.10700000000001,93.786,527,0,66,784.55,451.24199999999996,449.31300000000005
65,66,ori_ph:0526-0092-0114:initial_folder_80_0525,402,863.189,114.34299999999999,91.08,526,0,67,784.687,450.4,449.32
66,67,ori_ph:0525-0092-0113:initial_folder_80_0524,375,860.92,114.115,90.916,525,0,68,785.082,451.083,449.342
67,68,ori_ph:0524-0087-0114:initial_folder_80_0523,340,889.824,114.609,87.01799999999999,524,0,69,783.702,448.39099999999996,449.413
68,69,ori_ph:0523-0085-0114:initial_folder_80_0522,302,895.613,114.15799999999999,85.806,523,0,70,784.367,450.99699999999996,449.34
69,70,ori_ph:0522-0083-0112:initial_folder_80_0521,249,912.7869999999999,112.882,84.184,522,0,71,784.4839999999999,453.647,449.754
70,71,ori_ph:0521-0093-0109:initial_folder_80_0520,509,849.255,110.117,94.845,521,0,72,784.7339999999999,451.12199999999996,449.44199999999995
71,72,ori_ph:0520-0091-0109:initial_folder_80_0519,457,853.061,109.82,92.396,520,0,73,783.8560000000001,450.53,449.42
72,73,ori_ph:0519-0090-0108:initial_folder_80_0518,428,864.694,109.306,91.066,519,0,74,783.602,451.61,449.463
73,74,ori_ph:0518-0088-0108:initial_folder_80_0517,374,865.275,109.49799999999999,89.458,518,0,75,784.018,449.901,449.31800000000004
74,75,ori_ph:0517-0086-0108:initial_folder_80_0516,334,864.5360000000001,108.93700000000001,87.13600000000001,517,0,76,783.212,451.461,449.82199999999995
75,76,ori_ph:0516-0085-0109:initial_folder_80_0515,317,880.615,109.411,86.039,516,0,77,783.7539999999999,451.77,449.338
76,77,ori_ph:0515-0085-0111:initial_folder_80_0514,257,896.8480000000001,111.59700000000001,85.336,515,0,78,783.914,451.01199999999994,449.791
77,78,ori_ph:0514-0082-0114:initial_folder_80_0513,218,918.183,113.956,82.51899999999999,514,0,79,783.18,450.087,449.77
78,79,ori_ph:0513-0094-0114:initial_folder_80_0512,453,856.02,114.221,94.126,513,0,80,782.935,451.23400000000004,450.023
79,80,ori_ph:0512-0089-0113:initial_folder_80_0511,394,871.17,113.848,88.954,512,0,81,781.562,451.11199999999997,449.746
80,81,ori_ph:0511-0091-0114:initial_folder_80_0510,360,867.3530000000001,114.06700000000001,90.73700000000001,511,0,82,781.211,451.853,450.418
81,82,ori_ph:0510-0088-0114:initial_folder_80_0509,338,901.169,114.38600000000001,88.26799999999999,510,0,83,794.5110000000001,450.82,449.85699999999997
82,83,ori_ph:0509-0084-0115:initial_folder_80_0508,250,923.3839999999999,115.23700000000001,84.79799999999999,509,0,84,793.165,448.844,449.97
83,84,ori_ph:0508-0096-0115:initial_folder_80_0507,535,850.1160000000001,114.93700000000001,96.542,508,0,85,793.7919999999999,450.327,450.04699999999997
84,85,ori_ph:0507-0092-0115:initial_folder_80_0506,447,857.926,114.491,92.67399999999999,507,0,86,794.118,451.517,449.87300000000005
85,86,ori_ph:0506-0090-0114:initial_folder_80_0505,410,875.69,113.935,90.63600000000001,506,0,87,793.939,451.93699999999995,449.721
86,87,ori_ph:0505-0088-0111:initial_folder_80_0504,365,879.205,111.565,89.044,505,0,88,795.173,451.082,450.11800000000005
87,88,ori_ph:0504-0102-0108:initial_folder_80_0503,718,841.288,108.54,101.602,504,0,89,794.564,451.08099999999996,449.616
88,89,ori_ph:0503-0098-0108:initial_folder_80_0502,631,851.258,108.291,98.509,503,0,90,794.2280000000001,450.366,449.32199999999995
89,90,ori_ph:0502-0094-0108:initial_folder_80_0501,532,857.5169999999999,108.359,95.385,502,0,91,793.722,450.333,449.56800000000004
90,91,ori_ph:0501-0092-0108:initial_folder_80_0500,490,859.655,108.12,93.25299999999999,501,0,92,793.577,450.465,449.664
91,92,ori_ph:0500-0090-0108:initial_folder_80_0499,442,871.803,108.05,91.492,500,0,93,793.808,450.51599999999996,449.57300000000004
92,93,ori_ph:0499-0089-0108:initial_folder_80_0498,413,874.513,108.161,89.56200000000001,499,0,94,793.768,450.48400000000004,449.791
93,94,ori_ph:0498-0087-0108:initial_folder_80_0497,369,884.873,107.93299999999999,88.171,498,0,95,794.337,450.79900000000004,449.56800000000004
94,95,ori_ph:0497-0085-0108:initial_folder_80_0496,332,899.2860000000001,107.945,86.605,497,0,96,795.323,450.925,449.73400000000004
95,96,ori_ph:0496-0084-0108:initial_folder_80_0495,263,907.403,107.803,84.68799999999999,496,0,97,794.1010000000001,453.35699999999997,449.666
96,97,ori_ph:0495-0083-0108:initial_folder_80_0494,261,919.502,108.277,84.47200000000001,495,0,98,802.653,452.341,451.332
97,98,ori_ph:0494-0082-0111:initial_folder_80_0493,220,939.373,111.37299999999999,83.63799999999999,494,0,99,794.03,448.6,449.465
98,99,ori_ph:0493-0092-0114:initial_folder_80_0492,436,878.3489999999999,113.664,93.73700000000001,493,0,100,793.4960000000001,450.844,449.156
99,100,ori_ph:0492-0091-0114:initial_folder_80_0491,378,890.45,114.675,91.414,492,0,101,793.855,453.09,449.501
100,101,ori_ph:0491-0089-0115:initial_folder_80_0490,331,892.066,114.57600000000001,90.463,491,0,102,793.826,451.60699999999997,449.61300000000006
101,102,ori_ph:0490-0087-0115:initial_folder_80_0489,297,914.4069999999999,115.19200000000001,88.491,490,0,103,794.03,451.24199999999996,449.584
102,103,ori_ph:0489-0087-0115:initial_folder_80_0488,278,924.0139999999999,114.86200000000001,87.14399999999999,489,0,104,795.115,450.73400000000004,449.76
103,104,ori_ph:0488-0084-0115:initial_folder_80_0487,222,921.8689999999999,114.979,85.711,488,0,105,794.0939999999999,451.905,449.906
104,105,ori_ph:0487-0083-0115:initial_folder_80_0486,202,939.7330000000001,114.64299999999999,83.7,487,0,106,795.21,450.173,449.421
105,106,ori_ph:0486-0083-0111:initial_folder_80_0485,240,934.1210000000001,111.333,83.70700000000001,486,0,107,794.94,450.892,449.467
106,107,ori_ph:0485-0094-0108:initial_folder_80_0484,488,893.949,108.941,95.735,485,0,108,793.797,450.37699999999995,449.591
107,108,ori_ph:0484-0093-0108:initial_folder_80_0483,465,898.6039999999999,107.94,94.50299999999999,484,0,109,794.51,449.70300000000003,449.64300000000003
108,109,ori_ph:0483-0091-0107:initial_folder_80_0482,413,894.061,108.59700000000001,93.345,483,0,110,795.3960000000001,452.097,449.92699999999996
109,110,ori_ph:0482-0089-0108:initial_folder_80_0481,368,897.1360000000001,109.005,91.898,482,0,111,794.3660000000001,450.986,449.84
110,111,ori_ph:0481-0088-0107:initial_folder_80_0480,358,903.841,109.211,90.6,481,0,112,794.623,451.42699999999996,450.22
111,112,ori_ph:0480-0102-0108:initial_folder_80_0479,703,857.711,107.741,103.661,480,0,113,797.793,449.815,450.745
112,113,ori_ph:0479-0100-0107:initial_folder_80_0478,641,866.1260000000001,107.441,101.735,479,0,114,797.035,451.33099999999996,450.337
113,114,ori_ph:0478-0098-0108:initial_folder_80_0477,636,871.3,108.12100000000001,100.47200000000001,478,0,115,795.166,451.665,449.87699999999995
114,115,ori_ph:0477-0095-0108:initial_folder_80_0476,557,868.0110000000001,108.34700000000001,97.07,477,0,116,795.057,450.18699999999995,449.901
115,116,ori_ph:0476-0093-0108:initial_folder_80_0475,506,872.824,108.455,94.59700000000001,476,0,117,795.671,451.589,449.55800000000005
116,117,ori_ph:0475-0092-0108:initial_folder_80_0474,475,874.6210000000001,109.03399999999999,94.39200000000001,475,0,118,794.441,449.785,449.49199999999996
117,118,ori_ph:0474-0090-0108:initial_folder_80_0473,460,876.7589999999999,109.179,93.131,474,0,119,795.316,449.991,449.961
118,119,ori_ph:0473-0090-0108:initial_folder_80_0472,408,885.86,109.405,91.39299999999999,473,0,120,795.04,451.23,449.209
119,120,ori_ph:0472-0108-0107:initial_folder_80_0471,855,843.875,107.633,108.75200000000001,472,0,121,794.943,449.55,449.351
120,121,ori_ph:0471-0106-0108:initial_folder_80_0470,850,847.944,108.095,107.6,471,0,122,793.375,451.001,449.41900000000004
121,122,ori_ph:0470-0105-0108:initial_folder_80_0469,751,839.569,108.02,107.383,470,0,123,796.33,451.00800000000004,449.642
122,123,ori_ph:0469-0137-0111:initial_folder_80_0468,1532,810.2769999999999,110.03200000000001,139.168,469,0,124,796.971,450.82800000000003,449.515
123,124,ori_ph:0468-0136-0111:initial_folder_80_0467,1474,810.095,110.088,137.234,468,0,125,797.591,450.398,449.551
124,125,ori_ph:0467-0133-0111:initial_folder_80_0466,1407,809.005,110.031,133.442,467,0,126,796.64,449.9,449.12199999999996
125,126,ori_ph:0466-0130-0111:initial_folder_80_0465,1344,811.2669999999999,109.71700000000001,131.942,466,0,127,798.322,450.36699999999996,449.534
126,127,ori_ph:0465-0129-0110:initial_folder_80_0464,1304,812.305,109.569,130.131,465,0,128,797.27,450.67900000000003,449.334
127,128,ori_ph:0464-0128-0110:initial_folder_80_0463,1251,807.8589999999999,109.648,129.648,464,0,129,797.623,450.725,449.957
128,129,ori_ph:0463-0127-0110:initial_folder_80_0462,1290,814.8389999999999,109.773,128.093,463,0,130,798.25,451.345,449.616
129,130,ori_ph:0462-0125-0110:initial_folder_80_0461,1153,818.998,109.101,124.30799999999999,462,0,131,797.523,450.716,449.529
130,131,ori_ph:0461-0124-0110:initial_folder_80_0460,1070,816.564,108.88600000000001,123.057,461,0,132,796.7489999999999,451.199,449.898
131,132,ori_ph:0460-0122-0110:initial_folder_80_0459,1078,820.987,109.137,122.477,460,0,133,797.4689999999999,450.69599999999997,450.01800000000003
132,133,ori_ph:0459-0122-0109:initial_folder_80_0458,1083,819.212,108.86399999999999,122.241,459,0,134,797.4960000000001,451.111,450.11400000000003
133,134,ori_ph:0458-0123-0109:initial_folder_80_0457,1132,816.895,109.11200000000001,121.89299999999999,458,0,135,795.8389999999999,451.17,449.744
134,135,ori_ph:0457-0122-0109:initial_folder_80_0456,1064,822.7289999999999,108.755,120.789,457,0,136,797.007,450.656,449.981
135,136,ori_ph:0456-0122-0109:initial_folder_80_0455,1073,822.905,108.87100000000001,120.835,456,0,137,796.2489999999999,450.912,449.731
136,137,ori_ph:0455-0122-0109:initial_folder_80_0454,1043,818.518,108.74600000000001,120.06200000000001,455,0,138,796.7130000000001,451.315,449.93300000000005
137,138,ori_ph:0454-0120-0109:initial_folder_80_0453,1010,822.8,108.81700000000001,119.935,454,0,139,796.898,450.38300000000004,449.936
138,139,ori_ph:0453-0120-0109:initial_folder_80_0452,990,823.138,108.559,119.055,453,0,140,797.6669999999999,451.522,449.662
139,140,ori_ph:0452-0120-0109:initial_folder_80_0451,1016,826.067,108.81200000000001,118.796,452,0,141,795.795,450.468,449.416
140,141,ori_ph:0451-0119-0109:initial_folder_80_0450,1027,822.6489999999999,108.704,118.992,451,0,142,797.122,450.825,449.344
141,142,ori_ph:0450-0119-0108:initial_folder_80_0449,1015,821.9810000000001,108.615,119.275,450,0,143,793.061,451.707,449.856
142,143,ori_ph:0449-0118-0108:initial_folder_80_0448,1015,825.285,108.54299999999999,117.92399999999999,449,0,144,800.2489999999999,449.852,449.95099999999996
143,144,ori_ph:0448-0120-0108:initial_folder_80_0447,1046,825.9889999999999,108.381,119.728,448,0,145,800.012,451.925,450.55699999999996
144,145,ori_ph:0447-0120-0108:initial_folder_80_0446,1020,826.77,108.031,118.977,447,0,146,801.1339999999999,452.17699999999996,450.455
145,146,ori_ph:0446-0117-0108:initial_folder_80_0445,1009,825.07,108.39200000000001,117.387,446,0,147,800.54,451.48800000000006,450.32
146,147,ori_ph:0445-0117-0108:initial_folder_80_0444,993,825.696,108.287,116.89399999999999,445,0,148,802.062,451.356,450.16900000000004
147,148,ori_ph:0444-0116-0108:initial_folder_80_0443,987,826.794,108.287,116.277,444,0,149,801.3439999999999,451.079,449.98699999999997
148,149,ori_ph:0443-0116-0108:initial_folder_80_0442,934,826.5160000000001,108.161,116.21600000000001,443,0,150,801.383,451.667,450.12800000000004
149,150,ori_ph:0442-0116-0108:initial_folder_80_0441,985,829.258,108.101,116.569,442,0,151,799.7769999999999,451.18,450.04400000000004
150,151,ori_ph:0441-0116-0108:initial_folder_80_0440,984,824.51,108.28200000000001,116.369,441,0,152,798.2460000000001,451.44800000000004,449.82800000000003
151,152,ori_ph:0440-0118-0108:initial_folder_80_0439,951,825.699,108.206,117.72200000000001,440,0,153,793.8380000000001,451.74199999999996,449.606
152,153,ori_ph:0439-0115-0108:initial_folder_80_0438,966,822.5210000000001,108.588,115.83200000000001,439,0,154,793.4989999999999,451.126,449.041
153,154,ori_ph:0438-0117-0108:initial_folder_80_0437,909,824.605,108.431,116.30799999999999,438,0,155,793.6310000000001,449.26300000000003,449.106
154,155,ori_ph:0437-0113-0108:initial_folder_80_0436,937,821.368,108.29700000000001,114.06,437,0,156,801.615,450.461,448.61800000000005
155,156,ori_ph:0436-0112-0109:initial_folder_80_0435,908,818.7439999999999,108.24799999999999,113.234,436,0,157,801.383,450.032,448.815
156,157,ori_ph:0435-0110-0109:initial_folder_80_0434,954,825.495,108.647,112.02600000000001,435,0,158,800.306,450.959,448.615
157,158,ori_ph:0434-0112-0109:initial_folder_80_0433,917,821.965,108.33200000000001,112.68700000000001,434,0,159,800.4630000000001,450.154,448.662
158,159,ori_ph:0433-0111-0108:initial_folder_80_0432,895,825.5169999999999,108.27600000000001,112.361,433,0,160,800.172,450.19699999999995,448.72900000000004
159,160,ori_ph:0432-0111-0108:initial_folder_80_0431,894,821.488,108.38799999999999,112.406,432,0,161,799.9860000000001,450.69699999999995,448.375
160,161,ori_ph:0431-0111-0108:initial_folder_80_0430,881,820.8739999999999,108.419,112.214,431,0,162,800.4889999999999,450.82599999999996,448.908
161,162,ori_ph:0430-0112-0109:initial_folder_80_0429,930,826.209,108.329,112.492,430,0,163,800.0319999999999,451.325,448.662
162,163,ori_ph:0429-0111-0108:initial_folder_80_0428,857,820.35,108.13,112.425,429,0,164,801.1519999999999,451.092,448.49199999999996
163,164,ori_ph:0428-0111-0108:initial_folder_80_0427,876,826.4169999999999,108.211,112.37899999999999,428,0,165,801.193,450.958,447.959
164,165,ori_ph:0427-0110-0108:initial_folder_80_0426,855,824.64,108.11200000000001,111.086,427,0,166,800.023,450.68699999999995,448.11
165,166,ori_ph:0426-0110-0109:initial_folder_80_0425,857,822.243,108.15700000000001,111.255,426,0,167,799.9910000000001,450.765,448.11199999999997
166,167,ori_ph:0425-0107-0109:initial_folder_80_0424,864,825.209,108.46799999999999,108.87299999999999,425,0,168,800.306,449.16,448.121
167,168,ori_ph:0424-0109-0108:initial_folder_80_0423,835,822.571,108.26700000000001,110.469,424,0,169,800.4119999999999,450.00699999999995,448.458
168,169,ori_ph:0423-0111-0108:initial_folder_80_0422,861,824.948,108.296,111.536,423,0,170,799.882,449.55300000000005,448.098
169,170,ori_ph:0422-0110-0109:initial_folder_80_0421,858,823.2869999999999,108.194,110.80799999999999,422,0,171,799.75,450.311,448.48699999999997
170,171,ori_ph:0421-0107-0109:initial_folder_80_0420,847,822.934,108.50200000000001,109.194,421,0,172,800.0939999999999,449.962,448.17400000000004
171,172,ori_ph:0420-0108-0109:initial_folder_80_0419,852,823.998,108.419,109.15100000000001,420,0,173,799.923,450.779,448.409
172,173,ori_ph:0419-0109-0109:initial_folder_80_0418,841,824.93,108.286,109.956,419,0,174,799.7689999999999,449.04400000000004,448.665
173,174,ori_ph:0418-0109-0109:initial_folder_80_0417,839,827.03,108.321,109.476,418,0,175,800.4830000000001,448.765,448.265
174,175,ori_ph:0417-0110-0108:initial_folder_80_0416,838,821.255,108.16799999999999,110.624,417,0,176,799.9639999999999,450.50699999999995,448.06300000000005
175,176,ori_ph:0416-0109-0109:initial_folder_80_0415,844,826.635,108.524,110.016,416,0,177,798.7080000000001,450.347,448.548
176,177,ori_ph:0415-0110-0109:initial_folder_80_0414,840,825.49,108.374,109.625,415,0,178,798.873,450.06300000000005,448.33099999999996
177,178,ori_ph:0414-0107-0109:initial_folder_80_0413,820,827.934,108.411,108.09700000000001,414,0,179,799.7439999999999,449.827,448.079
178,179,ori_ph:0413-0107-0109:initial_folder_80_0412,865,829.7330000000001,108.56,108.39299999999999,413,0,180,799.1310000000001,451.04,448.19300000000004
179,180,ori_ph:0412-0106-0109:initial_folder_80_0411,789,827.7389999999999,108.34200000000001,107.45200000000001,412,0,181,798.804,450.73400000000004,447.908
180,181,ori_ph:0411-0108-0108:initial_folder_80_0410,798,825.64,108.134,108.54799999999999,411,0,182,798.755,448.92400000000004,448.57199999999995
181,182,ori_ph:0410-0108-0108:initial_folder_80_0409,797,823.826,108.249,108.95100000000001,410,0,183,798.8989999999999,450.80199999999996,448.07599999999996
182,183,ori_ph:0409-0105-0109:initial_folder_80_0408,834,827.573,108.64299999999999,106.859,409,0,184,799.403,450.412,448.189
183,184,ori_ph:0408-0104-0109:initial_folder_80_0407,792,830.2310000000001,108.176,106.22,408,0,185,798.915,450.375,448.273
184,185,ori_ph:0407-0107-0109:initial_folder_80_0406,799,825.845,108.454,108.012,407,0,186,799.508,450.991,448.218
185,186,ori_ph:0406-0107-0109:initial_folder_80_0405,799,824.294,108.303,107.943,406,0,187,799.4630000000001,449.70099999999996,447.92800000000005
186,187,ori_ph:0405-0107-0109:initial_folder_80_0404,797,825.66,108.54299999999999,107.792,405,0,188,798.8610000000001,450.37800000000004,448.131
187,188,ori_ph:0404-0105-0109:initial_folder_80_0403,822,820.757,108.684,107.601,404,0,189,799.2360000000001,450.189,448.147
188,189,ori_ph:0403-0104-0109:initial_folder_80_0402,802,828.46,108.794,106.57,403,0,190,799.38,449.944,448.039
189,190,ori_ph:0402-0107-0109:initial_folder_80_0401,772,830.487,108.68799999999999,107.89200000000001,402,0,191,799.06,449.311,448.026
190,191,ori_ph:0401-0107-0109:initial_folder_80_0400,752,824.862,108.54700000000001,107.479,401,0,192,799.784,450.814,448.029
191,192,ori_ph:0400-0105-0109:initial_folder_80_0399,762,825.7869999999999,108.711,106.506,400,0,193,797.982,449.777,447.98800000000006
192,193,ori_ph:0399-0106-0109:initial_folder_80_0398,779,828.552,108.52799999999999,107.29700000000001,399,0,194,798.518,450.542,448.23
193,194,ori_ph:0398-0104-0109:initial_folder_80_0397,776,827.9939999999999,108.94,106.101,398,0,195,797.76,450.906,448.124
194,195,ori_ph:0397-0106-0109:initial_folder_80_0396,768,828.302,108.786,107.51700000000001,397,0,196,798.7539999999999,450.29900000000004,448.171
195,196,ori_ph:0396-0105-0109:initial_folder_80_0395,780,829.314,108.809,106.985,396,0,197,797.7460000000001,450.527,448.351
196,197,ori_ph:0395-0106-0109:initial_folder_80_0394,764,825.211,108.71,107.619,395,0,198,799.2439999999999,450.72900000000004,448.124
