, ,Label,Area,Mean_ph,XM,YM,Slice,LastIndex,PreviousCell,Background_ph,Mean_TxRed,Background_TxRed
31,32,ori_ph:0562-0417-0104:initial_folder_10_0561,215,683.66,103.851,417.26800000000003,562,0,33,785.294,404.36699999999996,403.279
32,33,ori_ph:0561-0408-0101:initial_folder_10_0560,444,652.752,101.01700000000001,408.92800000000005,561,0,34,784.591,404.851,403.043
33,34,ori_ph:0560-0410-0101:initial_folder_10_0559,420,651.6569999999999,101.05799999999999,410.98,560,0,35,785.072,404.35,403.06300000000005
34,35,ori_ph:0559-0412-0101:initial_folder_10_0558,367,656.929,100.919,413.01300000000003,559,0,36,785.8839999999999,403.608,403.048
35,36,ori_ph:0558-0412-0101:initial_folder_10_0557,386,641.756,100.77799999999999,412.72,558,0,37,785.317,405.295,403.061
36,37,ori_ph:0557-0415-0101:initial_folder_10_0556,330,662.658,101.09299999999999,414.84,557,0,38,785.8389999999999,404.036,402.92199999999997
37,38,ori_ph:0556-0406-0104:initial_folder_10_0555,473,644.757,103.30799999999999,407.509,556,0,39,784.71,404.051,403.00300000000004
38,39,ori_ph:0555-0408-0104:initial_folder_10_0554,488,651.3240000000001,103.875,407.881,555,0,40,785.077,403.975,403.191
39,40,ori_ph:0554-0411-0105:initial_folder_10_0553,404,656.814,104.516,410.99800000000005,554,0,41,785.378,404.26,402.959
40,41,ori_ph:0553-0411-0104:initial_folder_10_0552,392,656.783,104.044,411.539,553,0,42,785.182,403.01800000000003,403.004
41,42,ori_ph:0552-0412-0104:initial_folder_10_0551,370,657.605,103.89399999999999,411.82,552,0,43,784.475,404.749,403.37300000000005
42,43,ori_ph:0551-0413-0104:initial_folder_10_0550,370,661.5139999999999,104.178,412.61699999999996,551,0,44,785.4019999999999,403.473,402.841
43,44,ori_ph:0550-0414-0104:initial_folder_10_0549,305,663.4,104.238,414.316,550,0,45,783.872,405.351,403.042
44,45,ori_ph:0549-0416-0104:initial_folder_10_0548,292,662.4010000000001,104.23700000000001,415.791,549,0,46,784.079,402.955,403.274
45,46,ori_ph:0548-0417-0104:initial_folder_10_0547,256,662.035,103.684,416.963,548,0,47,784.8439999999999,405.20300000000003,402.912
46,47,ori_ph:0547-0414-0104:initial_folder_10_0546,290,662.197,104.46799999999999,416.145,547,0,48,785.553,404.09,402.999
47,48,ori_ph:0546-0417-0105:initial_folder_10_0545,272,658.673,104.50200000000001,417.81800000000004,546,0,49,784.99,404.077,402.87199999999996
48,49,ori_ph:0545-0417-0103:initial_folder_10_0544,242,657.806,103.257,417.684,545,0,50,783.1510000000001,405.835,402.856
49,50,ori_ph:0544-0407-0101:initial_folder_10_0543,461,643.0740000000001,101.494,408.50300000000004,544,0,51,784.143,404.653,402.75800000000004
50,51,ori_ph:0543-0409-0101:initial_folder_10_0542,429,650.485,101.62899999999999,410.08,543,0,52,785.034,404.776,403.19699999999995
51,52,ori_ph:0542-0412-0101:initial_folder_10_0541,342,662.95,100.546,413.35400000000004,542,0,53,785.664,405.02,402.907
52,53,ori_ph:0541-0412-0101:initial_folder_10_0540,362,659.801,100.831,413.034,541,0,54,785.6189999999999,405.30699999999996,403.075
53,54,ori_ph:0540-0414-0104:initial_folder_10_0539,358,646.615,103.53,413.779,540,0,55,784.942,405.087,403.30199999999996
54,55,ori_ph:0539-0417-0105:initial_folder_10_0538,299,650.502,104.348,416.892,539,0,56,784.3739999999999,403.819,402.945
55,56,ori_ph:0538-0416-0103:initial_folder_10_0537,268,641.015,103.535,416.649,538,0,57,784.215,401.108,403.215
56,57,ori_ph:0537-0407-0102:initial_folder_10_0536,508,630.49,101.96,407.14300000000003,537,0,58,784.408,404.80300000000005,403.431
57,58,ori_ph:0536-0409-0102:initial_folder_10_0535,471,635.941,102.125,408.75800000000004,536,0,59,784.232,405.05699999999996,403.23199999999997
58,59,ori_ph:0535-0410-0102:initial_folder_10_0534,380,653.118,102.096,411.233,535,0,60,782.8560000000001,404.134,403.10400000000004
59,60,ori_ph:0534-0414-0104:initial_folder_10_0533,378,638.749,103.66799999999999,413.35699999999997,534,0,61,785.579,404.045,403.12699999999995
60,61,ori_ph:0533-0416-0103:initial_folder_10_0532,315,639.898,103.42399999999999,416.227,533,0,62,785.416,405.413,403.49300000000005
61,62,ori_ph:0532-0405-0101:initial_folder_10_0531,563,635.126,101.581,405.827,532,0,63,783.945,403.44599999999997,403.314
62,63,ori_ph:0531-0407-0101:initial_folder_10_0530,501,637.255,101.6,407.611,531,0,64,783.6060000000001,404.99800000000005,402.769
63,64,ori_ph:0530-0408-0101:initial_folder_10_0529,511,641.62,101.76299999999999,407.87,530,0,65,783.0169999999999,403.305,403.102
64,65,ori_ph:0529-0409-0101:initial_folder_10_0528,446,650.823,101.478,409.42,529,0,66,784.9830000000001,404.525,402.869
65,66,ori_ph:0528-0410-0101:initial_folder_10_0527,427,656.71,101.695,410.189,528,0,67,783.523,404.496,402.964
66,67,ori_ph:0527-0410-0101:initial_folder_10_0526,446,658.02,101.902,409.83099999999996,527,0,68,785.0889999999999,404.25300000000004,402.991
67,68,ori_ph:0526-0411-0101:initial_folder_10_0525,422,651.701,102.04,410.731,526,0,69,783.2919999999999,403.79900000000004,402.843
68,69,ori_ph:0525-0411-0101:initial_folder_10_0524,390,650.592,101.726,411.165,525,0,70,782.2230000000001,403.228,403.551
69,70,ori_ph:0524-0412-0101:initial_folder_10_0523,367,652.038,101.677,412.905,524,0,71,784.041,403.793,403.18
70,71,ori_ph:0523-0412-0102:initial_folder_10_0522,390,645.7919999999999,102.404,412.721,523,0,72,783.1030000000001,404.04900000000004,402.849
71,72,ori_ph:0522-0414-0102:initial_folder_10_0521,358,650.746,102.369,413.664,522,0,73,781.09,404.838,402.91900000000004
72,73,ori_ph:0521-0418-0101:initial_folder_10_0520,266,660.793,101.53399999999999,417.45,521,0,74,782.632,403.876,402.89300000000003
73,74,ori_ph:0520-0419-0104:initial_folder_10_0519,259,650.992,103.836,419.163,520,0,75,783.9119999999999,405.309,402.901
74,75,ori_ph:0519-0418-0104:initial_folder_10_0518,228,655.763,103.649,418.42900000000003,519,0,76,783.309,403.719,403.69300000000004
75,76,ori_ph:0518-0413-0101:initial_folder_10_0517,401,648.741,101.759,413.213,518,0,77,783.426,405.606,403.69800000000004
76,77,ori_ph:0517-0414-0100:initial_folder_10_0516,355,653.115,100.96700000000001,414.63199999999995,517,0,78,783.758,405.915,403.805
77,78,ori_ph:0516-0414-0101:initial_folder_10_0515,377,640.424,101.48299999999999,413.779,516,0,79,783.722,405.459,403.465
78,79,ori_ph:0515-0415-0100:initial_folder_10_0514,327,647.972,100.625,416.30800000000005,515,0,80,784.138,405.50199999999995,404.858
79,80,ori_ph:0514-0416-0101:initial_folder_10_0513,304,642.635,101.009,416.51199999999994,514,0,81,784.008,406.12199999999996,404.077
80,81,ori_ph:0513-0418-0100:initial_folder_10_0512,264,652.1669999999999,100.609,418.18300000000005,513,0,82,782.977,405.564,403.55199999999996
81,82,ori_ph:0512-0420-0105:initial_folder_10_0511,255,648.275,104.38,419.83,512,0,83,781.953,403.894,403.52
82,83,ori_ph:0511-0408-0101:initial_folder_10_0510,491,633.13,101.391,409.486,511,0,84,783.813,403.277,402.811
83,84,ori_ph:0510-0411-0101:initial_folder_10_0509,424,639.988,100.708,412.62800000000004,510,0,85,782.2339999999999,404.25699999999995,403.00699999999995
84,85,ori_ph:0509-0414-0101:initial_folder_10_0508,344,635.971,100.353,415.306,509,0,86,782.5139999999999,405.25,402.55199999999996
85,86,ori_ph:0508-0416-0100:initial_folder_10_0507,327,639.869,100.11399999999999,416.048,508,0,87,782.995,405.394,402.629
86,87,ori_ph:0507-0416-0100:initial_folder_10_0506,306,635.3009999999999,100.277,416.995,507,0,88,782.573,403.49300000000005,402.713
87,88,ori_ph:0506-0417-0102:initial_folder_10_0505,310,643.129,101.969,416.87800000000004,506,0,89,783.373,404.694,403.096
88,89,ori_ph:0505-0420-0102:initial_folder_10_0504,265,643.0,102.555,419.039,505,0,90,782.654,404.532,403.65
89,90,ori_ph:0504-0421-0103:initial_folder_10_0503,229,639.314,102.819,420.348,504,0,91,782.372,404.485,403.376
90,91,ori_ph:0503-0409-0103:initial_folder_10_0502,490,634.2180000000001,103.38,410.36199999999997,503,0,92,783.5219999999999,405.847,404.06699999999995
91,92,ori_ph:0502-0409-0102:initial_folder_10_0501,450,641.0219999999999,102.235,408.967,502,0,93,781.799,405.664,404.369
92,93,ori_ph:0501-0409-0102:initial_folder_10_0500,409,640.071,102.454,409.811,501,0,94,782.564,405.034,403.94699999999995
93,94,ori_ph:0500-0414-0103:initial_folder_10_0499,306,643.977,103.307,414.279,500,0,95,782.345,405.605,402.48900000000003
94,95,ori_ph:0499-0416-0102:initial_folder_10_0498,293,640.311,103.152,416.56699999999995,499,0,96,782.857,403.584,402.94599999999997
95,96,ori_ph:0498-0418-0103:initial_folder_10_0497,267,641.285,103.557,417.514,498,0,97,782.701,404.36300000000006,402.95300000000003
96,97,ori_ph:0497-0408-0103:initial_folder_10_0496,491,623.943,103.296,408.759,497,0,98,782.507,404.86199999999997,403.402
97,98,ori_ph:0496-0410-0103:initial_folder_10_0495,473,626.5409999999999,104.03399999999999,411.023,496,0,99,783.845,404.598,402.787
98,99,ori_ph:0495-0411-0104:initial_folder_10_0494,418,638.895,103.53399999999999,410.611,495,0,100,783.607,404.897,402.827
99,100,ori_ph:0494-0414-0104:initial_folder_10_0493,368,635.418,104.086,414.282,494,0,101,780.957,404.353,403.43800000000005
100,101,ori_ph:0493-0417-0104:initial_folder_10_0492,291,630.914,104.494,417.186,493,0,102,782.368,405.43,403.86400000000003
101,102,ori_ph:0492-0417-0104:initial_folder_10_0491,305,635.285,104.374,416.92900000000003,492,0,103,782.6239999999999,402.18,402.63599999999997
102,103,ori_ph:0491-0418-0104:initial_folder_10_0490,279,644.075,104.21600000000001,418.12,491,0,104,783.165,402.99300000000005,402.955
103,104,ori_ph:0490-0417-0105:initial_folder_10_0489,267,648.4490000000001,104.98200000000001,417.074,490,0,105,780.812,405.509,403.226
104,105,ori_ph:0489-0417-0103:initial_folder_10_0488,279,648.505,103.199,416.94300000000004,489,0,106,781.076,405.434,403.097
105,106,ori_ph:0488-0405-0104:initial_folder_10_0487,489,632.323,104.62,407.647,488,0,107,780.34,404.004,403.065
106,107,ori_ph:0487-0410-0104:initial_folder_10_0486,449,634.88,103.917,410.185,487,0,108,779.086,403.53,402.827
107,108,ori_ph:0486-0410-0104:initial_folder_10_0485,400,705.028,103.661,409.75199999999995,486,0,109,895.1060000000001,403.905,403.959
108,109,ori_ph:0485-0388-0104:initial_folder_10_0484,352,711.81,104.318,388.12800000000004,485,0,110,894.58,404.205,403.625
109,110,ori_ph:0484-0410-0105:initial_folder_10_0483,309,714.9580000000001,104.25200000000001,409.774,484,0,111,896.192,406.142,402.754
110,111,ori_ph:0483-0408-0104:initial_folder_10_0482,336,719.19,104.009,408.843,483,0,112,895.591,404.202,402.582
111,112,ori_ph:0482-0409-0105:initial_folder_10_0481,327,733.0239999999999,104.605,409.885,482,0,113,897.378,404.847,402.639
112,113,ori_ph:0481-0410-0104:initial_folder_10_0480,313,720.3739999999999,104.27600000000001,411.004,481,0,114,896.913,404.37699999999995,402.504
113,114,ori_ph:0480-0414-0104:initial_folder_10_0479,267,727.663,104.60600000000001,414.519,480,0,115,896.18,404.022,403.04900000000004
114,115,ori_ph:0479-0414-0105:initial_folder_10_0478,264,726.326,104.76,414.594,479,0,116,898.2339999999999,404.648,402.651
115,116,ori_ph:0478-0414-0104:initial_folder_10_0477,237,733.0210000000001,104.33,414.157,478,0,117,897.2460000000001,403.17699999999996,402.83
116,117,ori_ph:0477-0413-0104:initial_folder_10_0476,245,726.914,104.648,414.316,477,0,118,896.553,404.865,402.523
117,118,ori_ph:0476-0414-0104:initial_folder_10_0475,232,734.5989999999999,104.42,414.79699999999997,476,0,119,897.188,403.57300000000004,402.659
118,119,ori_ph:0475-0415-0104:initial_folder_10_0474,232,736.8530000000001,104.34899999999999,416.037,475,0,120,897.564,406.147,402.755
119,120,ori_ph:0474-0414-0103:initial_folder_10_0473,222,749.712,103.73299999999999,414.991,474,0,121,897.055,403.977,402.842
120,121,ori_ph:0473-0405-0101:initial_folder_10_0472,407,725.941,101.19,406.027,473,0,122,896.8539999999999,403.995,402.80699999999996
121,122,ori_ph:0472-0406-0101:initial_folder_10_0471,413,719.591,101.801,405.673,472,0,123,898.55,405.04400000000004,402.38599999999997
122,123,ori_ph:0471-0406-0102:initial_folder_10_0470,438,714.623,102.19,406.18300000000005,471,0,124,898.2660000000001,405.525,402.858
123,124,ori_ph:0470-0405-0101:initial_folder_10_0469,392,725.505,101.696,405.129,470,0,125,895.8380000000001,404.786,402.786
124,125,ori_ph:0469-0407-0101:initial_folder_10_0468,371,722.962,101.729,407.522,469,0,126,898.841,405.027,402.56699999999995
125,126,ori_ph:0468-0407-0101:initial_folder_10_0467,367,724.831,101.82700000000001,407.685,468,0,127,898.563,405.782,402.789
126,127,ori_ph:0467-0407-0101:initial_folder_10_0466,358,718.204,101.91,407.125,467,0,128,897.937,404.902,402.86400000000003
127,128,ori_ph:0466-0409-0102:initial_folder_10_0465,359,728.173,102.179,409.80400000000003,466,0,129,896.178,404.596,403.075
128,129,ori_ph:0465-0410-0102:initial_folder_10_0464,327,731.183,101.89200000000001,411.44300000000004,465,0,130,898.127,404.385,402.86
129,130,ori_ph:0464-0412-0102:initial_folder_10_0463,293,732.082,101.978,412.389,464,0,131,897.4960000000001,404.119,402.585
130,131,ori_ph:0463-0412-0102:initial_folder_10_0462,313,729.613,102.181,412.001,463,0,132,896.6389999999999,405.514,403.05300000000005
131,132,ori_ph:0462-0412-0102:initial_folder_10_0461,304,725.622,102.323,412.13599999999997,462,0,133,897.186,404.211,402.841
132,133,ori_ph:0461-0412-0102:initial_folder_10_0460,280,733.025,102.566,411.655,461,0,134,895.188,404.564,402.749
133,134,ori_ph:0460-0410-0102:initial_folder_10_0459,278,740.7230000000001,102.499,410.038,460,0,135,895.939,405.194,402.559
134,135,ori_ph:0459-0414-0103:initial_folder_10_0458,238,753.21,102.411,414.50300000000004,459,0,136,896.296,404.57599999999996,402.352
135,136,ori_ph:0458-0414-0103:initial_folder_10_0457,226,745.341,103.885,415.401,458,0,137,895.422,404.65,402.72
136,137,ori_ph:0457-0406-0100:initial_folder_10_0456,394,726.579,100.95299999999999,406.61400000000003,457,0,138,896.335,404.934,402.824
137,138,ori_ph:0456-0407-0101:initial_folder_10_0455,382,723.757,101.367,406.836,456,0,139,896.043,404.866,403.00800000000004
138,139,ori_ph:0455-0408-0102:initial_folder_10_0454,371,714.003,101.90799999999999,409.74199999999996,455,0,140,896.289,404.685,402.462
139,140,ori_ph:0454-0410-0102:initial_folder_10_0453,339,717.935,101.694,410.796,454,0,141,893.961,405.92900000000003,402.897
140,141,ori_ph:0453-0411-0102:initial_folder_10_0452,316,715.041,102.064,411.93199999999996,453,0,142,895.5980000000001,405.671,402.375
141,142,ori_ph:0452-0410-0103:initial_folder_10_0451,310,716.306,102.21799999999999,411.474,452,0,143,896.9630000000001,402.44800000000004,402.454
142,143,ori_ph:0451-0410-0102:initial_folder_10_0450,297,717.441,102.29799999999999,411.536,451,0,144,895.577,404.394,403.085
143,144,ori_ph:0450-0407-0103:initial_folder_10_0449,324,720.559,102.846,408.543,450,0,145,893.5980000000001,405.787,403.30199999999996
144,145,ori_ph:0449-0410-0103:initial_folder_10_0448,314,714.9010000000001,102.795,410.671,449,0,146,895.925,405.37300000000005,403.216
145,146,ori_ph:0448-0408-0104:initial_folder_10_0447,279,713.28,103.51899999999999,408.83,448,0,147,895.961,405.265,402.30800000000005
146,147,ori_ph:0447-0408-0103:initial_folder_10_0446,294,724.252,103.03299999999999,408.269,447,0,148,894.627,404.514,402.845
147,148,ori_ph:0446-0409-0104:initial_folder_10_0445,285,729.211,103.169,410.126,446,0,149,897.2589999999999,407.32599999999996,404.69800000000004
148,149,ori_ph:0445-0416-0103:initial_folder_10_0444,298,630.305,103.44200000000001,416.459,445,0,150,693.123,406.195,403.744
149,150,ori_ph:0444-0417-0105:initial_folder_10_0443,291,624.821,105.03299999999999,417.269,444,0,151,694.5060000000001,404.715,403.68
150,151,ori_ph:0443-0419-0104:initial_folder_10_0442,210,626.548,104.147,419.57,443,0,152,693.826,404.671,403.51800000000003
151,152,ori_ph:0442-0420-0104:initial_folder_10_0441,203,624.995,104.32600000000001,420.504,442,0,153,693.7339999999999,404.212,403.658
152,153,ori_ph:0441-0408-0103:initial_folder_10_0440,482,623.44,102.95100000000001,408.065,441,0,154,695.602,406.064,403.551
153,154,ori_ph:0440-0408-0103:initial_folder_10_0439,483,622.988,103.354,407.976,440,0,155,694.066,405.52,403.725
154,155,ori_ph:0439-0410-0102:initial_folder_10_0438,446,629.507,102.413,409.944,439,0,156,695.202,404.80300000000005,403.79699999999997
155,156,ori_ph:0438-0410-0102:initial_folder_10_0437,430,627.526,102.37299999999999,410.499,438,0,157,694.3760000000001,404.444,403.62300000000005
156,157,ori_ph:0437-0410-0103:initial_folder_10_0436,466,627.644,103.287,409.918,437,0,158,695.1519999999999,405.06199999999995,403.915
157,158,ori_ph:0436-0411-0102:initial_folder_10_0435,430,629.735,102.929,410.14599999999996,436,0,159,695.367,404.595,403.66
158,159,ori_ph:0435-0411-0102:initial_folder_10_0434,410,632.951,103.039,410.224,435,0,160,695.863,406.7,403.466
159,160,ori_ph:0434-0411-0102:initial_folder_10_0433,420,634.3380000000001,103.007,410.301,434,0,161,698.378,404.11699999999996,403.099
160,161,ori_ph:0433-0412-0102:initial_folder_10_0432,362,636.312,101.949,412.635,433,0,162,701.181,406.616,403.87300000000005
161,162,ori_ph:0432-0412-0102:initial_folder_10_0431,383,642.428,102.068,412.205,432,0,163,717.408,406.846,404.074
162,163,ori_ph:0431-0415-0102:initial_folder_10_0430,333,636.057,101.89,414.691,431,0,164,683.579,403.838,403.436
163,164,ori_ph:0430-0415-0102:initial_folder_10_0429,318,633.915,102.05799999999999,415.455,430,0,165,683.284,405.95300000000003,403.586
164,165,ori_ph:0429-0414-0103:initial_folder_10_0428,292,638.7090000000001,102.72200000000001,414.60400000000004,429,0,166,683.804,405.031,403.61199999999997
165,166,ori_ph:0428-0416-0102:initial_folder_10_0427,303,633.528,102.353,415.902,428,0,167,685.415,406.759,403.855
166,167,ori_ph:0427-0416-0102:initial_folder_10_0426,257,644.938,101.902,416.86400000000003,427,0,168,683.4680000000001,407.01199999999994,403.463
167,168,ori_ph:0426-0416-0102:initial_folder_10_0425,290,631.441,101.84299999999999,416.642,426,0,169,684.877,406.82099999999997,403.561
168,169,ori_ph:0425-0417-0103:initial_folder_10_0424,261,636.2869999999999,103.28299999999999,417.185,425,0,170,684.7710000000001,405.824,403.866
169,170,ori_ph:0424-0417-0103:initial_folder_10_0423,256,633.137,103.09200000000001,417.434,424,0,171,685.102,405.727,403.465
170,171,ori_ph:0423-0418-0103:initial_folder_10_0422,239,645.155,102.961,418.098,423,0,172,686.133,405.523,403.765
171,172,ori_ph:0422-0417-0103:initial_folder_10_0421,264,638.9580000000001,103.37700000000001,417.319,422,0,173,685.206,406.981,403.664
172,173,ori_ph:0421-0417-0102:initial_folder_10_0420,230,645.57,102.721,417.585,421,0,174,685.794,406.957,403.795
173,174,ori_ph:0420-0406-0104:initial_folder_10_0419,518,620.7919999999999,104.015,405.92699999999996,420,0,175,684.205,405.871,403.786
174,175,ori_ph:0419-0406-0103:initial_folder_10_0418,501,626.138,102.98899999999999,406.41900000000004,419,0,176,684.4960000000001,405.168,403.847
175,176,ori_ph:0418-0407-0103:initial_folder_10_0417,476,632.889,102.84899999999999,406.834,418,0,177,685.845,406.95599999999996,403.50699999999995
176,177,ori_ph:0417-0408-0103:initial_folder_10_0416,460,636.82,102.791,407.597,417,0,178,685.5,403.954,403.523
177,178,ori_ph:0416-0410-0105:initial_folder_10_0415,408,626.914,104.92,410.07199999999995,416,0,179,685.113,406.159,403.394
178,179,ori_ph:0415-0411-0105:initial_folder_10_0414,410,625.3290000000001,104.93700000000001,410.779,415,0,180,685.5269999999999,404.856,403.69599999999997
179,180,ori_ph:0414-0411-0105:initial_folder_10_0413,418,627.146,105.029,410.981,414,0,181,686.29,403.718,403.483
180,181,ori_ph:0413-0411-0105:initial_folder_10_0412,393,625.756,105.083,410.584,413,0,182,686.145,403.67400000000004,403.355
181,182,ori_ph:0412-0412-0105:initial_folder_10_0411,384,626.3330000000001,104.77,411.53,412,0,183,686.802,403.97900000000004,403.59
182,183,ori_ph:0411-0412-0105:initial_folder_10_0410,377,631.411,105.113,412.134,411,0,184,684.393,403.63699999999994,403.281
183,184,ori_ph:0410-0413-0105:initial_folder_10_0409,337,631.976,105.427,413.24199999999996,410,0,185,685.5319999999999,406.11,403.777
184,185,ori_ph:0409-0413-0105:initial_folder_10_0408,365,627.844,105.478,412.384,409,0,186,685.877,404.26,403.809
185,186,ori_ph:0408-0413-0105:initial_folder_10_0407,356,626.494,105.605,412.95599999999996,408,0,187,686.3489999999999,403.351,403.939
186,187,ori_ph:0407-0413-0105:initial_folder_10_0406,331,628.335,105.212,413.125,407,0,188,686.918,403.49800000000005,404.186
187,188,ori_ph:0406-0414-0105:initial_folder_10_0405,340,631.565,105.57700000000001,413.843,406,0,189,684.7919999999999,404.288,404.01
188,189,ori_ph:0405-0414-0106:initial_folder_10_0404,316,625.861,105.811,413.865,405,0,190,686.382,405.459,403.533
189,190,ori_ph:0404-0414-0105:initial_folder_10_0403,305,635.069,105.333,414.99699999999996,404,0,191,687.3910000000001,404.908,403.91
190,191,ori_ph:0403-0415-0106:initial_folder_10_0402,283,631.661,106.052,415.16,403,0,192,687.4810000000001,403.276,403.725
191,192,ori_ph:0402-0417-0106:initial_folder_10_0401,263,631.779,106.03200000000001,417.191,402,0,193,687.18,403.54,403.88
192,193,ori_ph:0401-0417-0106:initial_folder_10_0400,252,630.4680000000001,106.245,416.94,401,0,194,685.753,404.93699999999995,403.468
193,194,ori_ph:0400-0404-0102:initial_folder_10_0399,560,621.145,102.72399999999999,404.616,400,0,195,687.298,404.834,403.733
194,195,ori_ph:0399-0404-0102:initial_folder_10_0398,589,625.803,102.74799999999999,403.931,399,0,196,687.3330000000001,404.662,403.608
195,196,ori_ph:0398-0405-0102:initial_folder_10_0397,507,631.428,101.87700000000001,406.649,398,0,197,687.972,403.901,404.05
196,197,ori_ph:0397-0407-0101:initial_folder_10_0396,478,629.4119999999999,101.65799999999999,408.315,397,0,198,687.7769999999999,404.575,403.56199999999995
197,198,ori_ph:0396-0406-0101:initial_folder_10_0395,498,631.299,101.512,407.56800000000004,396,0,199,689.0169999999999,404.14300000000003,403.534
198,199,ori_ph:0395-0407-0101:initial_folder_10_0394,471,628.822,101.73,408.204,395,0,200,686.793,405.0,403.91
199,200,ori_ph:0394-0407-0101:initial_folder_10_0393,464,633.246,101.23899999999999,407.596,394,0,201,687.3910000000001,406.483,403.334
200,201,ori_ph:0393-0407-0101:initial_folder_10_0392,468,631.729,101.645,407.892,393,0,202,687.5010000000001,404.80800000000005,403.616
201,202,ori_ph:0392-0408-0101:initial_folder_10_0391,468,630.028,101.999,408.50800000000004,392,0,203,687.4689999999999,404.714,403.793
202,203,ori_ph:0391-0410-0101:initial_folder_10_0390,447,633.915,102.09,409.51599999999996,391,0,204,687.6360000000001,404.745,403.517
